address,date,price,rating,restaurant,text
"9804 SW 77th Ave, Miami, FL 33156",2/28/2017,$$,5,Raw South Juice,"I'm finally getting around to writing a review! This place is in my general neighborhood, so I come here often enough. Yes, it is a bit pricey; that is to be expected at an all natural, non-GMO, non-preservative, fresh produce and juices based restaurant. But the food is well worth it. It's a great place for health conscious people and vegans, vegetarians, and anyone in between looking for a place to eat lunch. My only complaint is that I wish they stayed open later. ,I like to bike here sometimes and munch on their veggie wraps, or slurp on their almonds are forever smoothie. They have a good selection of salads, as well. Their monkey bowl is pretty good too; it's a pretty big bowl so it's more fun to share with someone else. They also have the strawberry bowl, blueberry acai bowl (with almond butter is yummy), tropical acai, and other options. Their food is filling, and is definitely a favorite. ,They have bike parking, and car parking is in the lot. No wifi, but it's a great place to just sit and enjoy a book. It's usually pretty peaceful, so big groups aren't recommended. If you do want to be noisy, there is outdoor seating. ,Overall great experience, friendly staff, and aside from the above average prices and early closing hours, it's a great place to have lunch, brunch, an afternoon snack, early dinner after work-anything that fits your routine."
"9804 SW 77th Ave, Miami, FL 33156",4/16/2018,$$,5,Raw South Juice,Really delicious and fresh food as well as smoothies. Order took about 15 minutes. Highly recommend if you're in the mood for fresh vegan food. A little pricey but considering the freshness and and flavors it's well worth it
"909 Brickell Ave, Miami, FL 33131",2/16/2017,$$,5,GreenLife Organic Bistro,"As a newly found vegan I have been struggling finding restaurants that will satisfy my taste buds and dietary restrictions. What's awesome about Greenlife is that their food is delicious, healthy, and fast!  On top of that their staff is phenomenal. Every time I walk in I'm greeted with beaming smiles from everyone. ,Okay back to the food... I've eaten the black bean burger wrap each time I've been here. What can I say, I'm a creature of habit and once I find something I like it's hard for me to break free from it. It's savory, has a little kick of spiciness, and is filling! I know there are plenty more options I can choose from but for now I'm satisfied with this option :),I highly recommend this restaurant for anyone who is looking for a healthy lunch spot. I'm sure I'll be back again soon!"
"909 Brickell Ave, Miami, FL 33131",1/21/2018,$$,5,GreenLife Organic Bistro,"Love this little place!!! Would come here on my lunch breaks or whenever. They allow you to build your own bowl, which I think is so cool make ordering so easy the carrot cake is the bomb taste so good is vegan also delicious"
"8001 Biscayne Blvd, Miami, FL 33138",11/19/2016,$$,5,Paulie Gee’s Miami,"Service amazing, pizza vegan amazing w homemade vegan sausage ! What ? Yea !!so yummy! local beer and international la Estrella beer amazing , vegan ice cream option just perfect ! they even let my puppy sit w us outside . 100 points for them."
"8001 Biscayne Blvd, Miami, FL 33138",1/21/2017,$$,5,Paulie Gee’s Miami,"I never really cared for pizza until I found Paulie Gee's octopus pizza. It is seriously INSANE. I know it sounds weird but only until you try it, absolutely deliciiious. And btw, their vegan pizza are also really good, try the vegan ricotta and vegan sausage!!"
"8001 Biscayne Blvd, Miami, FL 33138",12/17/2016,$$,5,Paulie Gee’s Miami,5/5! I absolutely love the fact that Paulie Gees has a whole vegan menu and not only accommodates meat eaters. I tried the Vegan Greenpointer and it was okay but In Ricotta Da Vegan was amazing!! The faux fennel sausage was hearty and the arugula and cashew Ricotta went extremely well with the combo. Definitely recommend this place and will be back. Service was great and the pizza was out within 5 minutes of ordering it!
"8001 Biscayne Blvd, Miami, FL 33138",4/6/2017,$$,4,Paulie Gee’s Miami,"The do a good pizza here at Paulie Gee's.  It's not Steve's or Dominos, so if you are in the market for those this isn't your place, but if you want high quality ingredients done in interesting combos you don't see everywhere this is your place.  Add to that a very warm, unique environment and a friendly staff from the owner on down, and Paulie Gee's is a can't miss in Mimo.  You have to check out the octopus pizza, the BBQ Brisket pie and the vegan tomato sauce.  Check it out!"
"8001 Biscayne Blvd, Miami, FL 33138",4/12/2017,$$,5,Paulie Gee’s Miami,"So far so good, due to my ball and chain I've only had the Vegan pies but they've been fantastic every time. I'll eventually try the regular pies but I have to say the dough at this place is some of the best I've had. I def recommend giving this place a try"
"8001 Biscayne Blvd, Miami, FL 33138",3/28/2017,$$,4,Paulie Gee’s Miami,The vegan pizza was really good. I asked for a little bit of arugula the whole d@*m pie was full with arugula. When I picked off the greenery I had enough for a salad. The vegan cheese was great and the sausage was fantastic. Next time I need to try the dessert
"8001 Biscayne Blvd, Miami, FL 33138",1/7/2017,$$,5,Paulie Gee’s Miami,"Amazing Pizza, Service and alAtmosphere. The Chef talked to us since it wasn't that busy and he was so polite just wanted to know how we liked everything. We had the Vegan Pizza that came with HOUSE MADE  vegan sausage and ricotta cheese once again AMAZING! Will be coming back FOR SURE!"
"8001 Biscayne Blvd, Miami, FL 33138",9/28/2016,$$,5,Paulie Gee’s Miami,"Love love love this place! It just opened and we have already returned three times. My boyfriend has recently turned vegan due to health restrictions but it's been a blessing in disguise. We have discovered holes in the wall places and experimented with off the beaten path dishes. We LOVE this place in particular for their vegan pies. The crust with the perfect char is what dreams are made of and the cashew ricotta dollops give me life! Inventive combinations of ingredients were meticulously arranged so substitutions are discouraged, I get that having lived six years in Italy the Italians too are very methodical in regards to the flavor arrangement leaving little to no room for changes. Don't take it personally, it's a science! Just walked out the door and already planning my return trip. ,I don't get way people are bashing this place on Yelp and my mind is blown by the comparison to Steve's Pizza and Spris... I have no bad reviews to pass onto either of those places but they aren't even in the same pizza league as Paulie Gee's. ,Try it! Forget all you know about junk-fast food pizzas... this place is purely for the artisanal pizza lovers!"
"8001 Biscayne Blvd, Miami, FL 33138",1/14/2018,$$,5,Paulie Gee’s Miami,"Amazing pizza with a great aesthetic. Seriously good pizzas and craft beer in an old Chinese restaurant that has been gutted but preserved. Lots of really cool Street art adorns the walls. They offer great vegan options as well, off street parking and good vibes."
"8001 Biscayne Blvd, Miami, FL 33138",2/19/2017,$$,5,Paulie Gee’s Miami,"The moon and stars were aligned tonight my friends. The mood, vintage china palace sign, and my appetite could only agree. The twinkle in her eyes gave me confidence we were in the right establishment. It was truly a magicaL experience. From vegan fennel sausage with cashew ricotta dipping sauce to a nicely portioned red, white, and greenpeaCe piZZa, Paulie Gee's came through in the clutch to say the least. My man Jason even gave us a run down of their trademarked triple proofed process of dough making. Can you say 95% gluten free crust? That's a true dough master if you ask me. Jason I will lend you my magical red boujee robe for some magical boujee vegan sausage. ,A simple candle light ambience was all that was needed to put the official stamp on a one of a kind dining experience. Hash tag magic happens here..."
"8001 Biscayne Blvd, Miami, FL 33138",11/8/2017,$$,5,Paulie Gee’s Miami,"This is probably some of the best pizza in Miami, and hands down THE BEST vegan pizza in Miami. So happy to have found Paulie Gee's! Not to mention the awesome staff."
"8001 Biscayne Blvd, Miami, FL 33138",11/3/2017,$$,5,Paulie Gee’s Miami,"Paulie Gee's is one of my top 3 favorite places for pizza. Me and my wife drive all the way from Ft. Lauderdale just to have their pizza. They make excellent Neapolitan style pizza with a vegan twist (they serve both vegan and non-vegan pies). Their house made vegan sausage and cashew ricotta cheese is amazing! Also, the place itself has a really cool vibe and great for a couple's night out. My only ""complaint"" is that they do not accept American Express."
"8001 Biscayne Blvd, Miami, FL 33138",4/6/2018,$$,4,Paulie Gee’s Miami,"We've driven by this place a bunch of times, but stopped in for the first time tonight. My partner can't eat dairy, and we were told that they have a good vegan pizza, so we thought we'd finally give it a try. Her pizza was delicious! I got the spinach pizza with garlic and it was awesome! The crust was perfectly crispy and chewy, fresh from the wood burning oven. The veggies were super fresh. The ricotta I added was creamy and tangy and a wonderful addition. Service was SUPERB - which is so refreshing to experience in Miami. We'll definitely be back!"
"8001 Biscayne Blvd, Miami, FL 33138",6/24/2018,$$,3,Paulie Gee’s Miami,"We've ordered a couple times from Paulie Gee's. Mostly because it's a close and quick delivery when we're hungry. We've tried a vegan (In ricotta da  vegan) and a regular pizza (Green Pointer) and both were ok. Not your regular cheese slice and they have a creative twist on ingredients.  I like the chewy crust but need to try other options , next time one with more sauce.  The two I've gotten have had a lot of arugula. Too much that you can't really taste any of the other ingredients or flavors. Find it a bit pricey for these gourmet pizzas. It's not the New York Pizza I was expecting but I get what they're doing.    Also, ordered the eggplant parm which contributes to the 3 stars. Super disappointed. There must of been only 2 or 3 slices of eggplant and such a small portion for $22. I shouldn't of assumed that $22 meant an entree , the portion was more like an appetizer. I should of know better than to order eggplant parm from a pizza place.  Ironside pizza is close by and I personally think a better option."
"2475 NW 95th Ave, Miami, FL 33172",8/16/2014,$$,4,Delirio FreshCo,The staff is really friendly and they have the best view in Doral . The selection is very healthy. The pizzas are well done and the salads are delicious . They serve almost everything in to go plastic bowls and cup. I love this place I just wish they were more Eco friendly and have more vegetarian/vegan options ( vegan cheese would be great)
"2475 NW 95th Ave, Miami, FL 33172",12/21/2015,$$,5,Delirio FreshCo,"Healthy and tasty food. Multiple choices for the vegan/healthy conscious oriented eater. ,Friendly service, nice location with a pretty view and they cater and deliver! ,Delivery is fast and accurate. ,Regular customer; will indeed go every day!   ,Will love for them to have a frequent  customer program... ,Great place! Love it!"
"2475 NW 95th Ave, Miami, FL 33172",8/8/2017,$$,5,Delirio FreshCo,"Great spot! Healthy. Fresh food. Good view of the water. Would love to see more vegan options, but otherwise A+! :)"
"2475 NW 95th Ave, Miami, FL 33172",2/10/2018,$$,5,Delirio FreshCo,"Delicious, great service and chill vibe. We had the avocado tuna salad and vegan colorful salad. Both very yummy. My kids had the pumpkin soup and adashah bowl, which they enjoyed. This was our first visit, but we will be back to try out more if the menu."
"8001 Biscayne Blvd, Miami, FL 33138",8/4/2018,$$,5,Paulie Gee’s Miami,"Paulie gees delivers excellent, creative, flavorful pizzas in a scenic, art filled establishment. The staff is friendly and the variety is out of this world. I appreciate their vegan pizzas and desert options. I saw the dominoes across the street and couldn't help but laugh at how much more authentic this pizza is. How'd they manage to fit so much creativity into one business?! Do yourself a favor and try this!"
"2475 NW 95th Ave, Miami, FL 33172",3/2/2018,$$,5,Delirio FreshCo,So healthy and so delicious I cant stop eating. Vegan options and all natural and very fresh. Staff is very sweet and welcoming. Love this place.
"8001 Biscayne Blvd, Miami, FL 33138",5/16/2018,$$,5,Paulie Gee’s Miami,"Vegan Nutella pizza... NUFF said. ,This place keeps it real, NY style pizzas right on Biscayne blvd baby. Love the passion and character that PG's gives off, from the funky art all over to the beautiful leopard charred pizza crust. ,The owner also has a strong background in NY style pizza and when you mix that skill with catering to vegans; well... what you get is pure art. Homemade cashew ricotta, homemade vegan fennel sausage, Vegan Nutella pizza? Come on who even thinks of these things? Nucking futs.,Oh, and it's BOGO pizza every Wednesday + karaoke. ,Yes, You're welcome."
"8001 Biscayne Blvd, Miami, FL 33138",9/24/2017,$$,3,Paulie Gee’s Miami,"Tried one of the vegan pizzas. ,Pros: ricotta is delicious, dough is excellent and perfectly cooked. Sauce is fresh and yummy. ,Cons: entirely too much arugula. Enough to make a side salad. ,I paid $3.00 to add mushrooms to my pizza and got a couple of stems. Total rip off. ,Also ""sausage"" was very sparse. Pretty yummy so I wish there was more."
"8001 Biscayne Blvd, Miami, FL 33138",3/28/2018,$$,5,Paulie Gee’s Miami,"Awesome service. Such a cool and funky spot, bring friends who are into that. Vegan here-- awesome vegan pizza and the cheese is actually good and unique! Vegan nutella pizza!!! Have yet to see that elsewhere, give it a try. Non-vegan approved too!"
"8001 Biscayne Blvd, Miami, FL 33138",12/22/2016,$$,4,Paulie Gee’s Miami,"Hey! What do you know? Vegan pizza?,A friend of mine told me about Paulie Gee. I searched in my database and I remembered the NY pizza guy that is pretty famous in NY, actually had won some of the best pizza awards over there. ""Yes, that's the guy"", my friend told me. And with that introduction, I move on to my review.,The space is brand new, and it sits few people (as of the date on the review). One community table for about a dozen, and three tables for about another dozen. If you don't mind eating at the bar, I am sure you don't, then add another dozen more. At the bar, they serve local beers from MIA, Wakefield, Funky, etc, so that is a big plus for the pizza/beer combo.,The pizza is pretty good, but it is hard to rate. The toppings and the combinations are really good, and the dough is burnt and chewy. The pizza sauce is delicious, the cheeses are really good quality, but the dough may feel pedestrian and average. It has a very subtle flavor that is really hard to catch. I would compare it to naan bread, but it tastes like pizza. The good thing about it is that you can fold it easily (it actually folds itself!), and you can chew on that stuff forever, on and on and on.,The salads are excellent, and they have many vegetarian choices. Also, they have a whole list of vegan pizza which I found very enticing.,The people here are very friendly, very humble. The kitchen is just an open oven, with locals working around diligently. I really liked the atmosphere.,Big plus: One retro pinball machine in the back. Drop a dollar."
"2475 NW 95th Ave, Miami, FL 33172",2/22/2018,$$,3,Delirio FreshCo,"I have mixed feelings about this place. I've eaten here a couple of times and overall the food is hit or miss, and the service is a little on the slow side. Parking definitely sucks but it is one of the only places offering so many healthy choices especially for people who are vegan/vegetarian/gluten free. The avocado toast is good but there have been times I've gotten a soggy piece of bread with the smallest crumbles of goat cheese on top. Definitely give it a try, especially if you are trying to eat healthy or looking for vegan options! It's a little on the pricey side but everything in Miami is."
"2475 NW 95th Ave, Miami, FL 33172",7/20/2017,$$,5,Delirio FreshCo,"On a vegan kick lately and this casual high quality food concept is great. I love this trend of healthy food done right places to eat.,I had a pumpkin soup and a super foods salad. Really clean and fresh flavors with combinations I've never had before.,Price is fair considering ingredient quality."
"2475 NW 95th Ave, Miami, FL 33172",5/27/2017,$$,3,Delirio FreshCo,"I'm sure that vegans/gluten free people around the world as over joyed over this place! It is very creative and has a variety of items on the menu. However, if you are not vegan, gluten free, low calorie and are on vacation wanting to eat ALL of your calories- choose another pace. Lol. This was great- but this week I am not counting calories so I was an it underwhelmed that was my fault none of the restaurants. Most of the waiters speak Spanish but our waiter was nice explained the menu and we got a picture of mimosa. Oh and the outside view is great(part of the reason why I stayed even though the menu was looking a hit healthier than I anticipated)"
"2475 NW 95th Ave, Miami, FL 33172",4/22/2018,$$,5,Delirio FreshCo,AWESOME for a gluten free and vegan diet in an area where my options are all fried nonsense and heavy dairy. LOVED this place. Kind service too!
"2475 NW 95th Ave, Miami, FL 33172",4/6/2018,$$,5,Delirio FreshCo,Small place on the lake in Doral.  Very fresh food with good service and decent prices.  They have many Vegan options  which I've tried and enjoyed very much.  I highly recommend for lunch in Doral.  Check in via Yelp for a free glass of wine.
"2475 NW 95th Ave, Miami, FL 33172",5/6/2018,$$,3,Delirio FreshCo,"The place is a little crowded due to its small size, but just go outside and enjoy the beautiful deck they have in the back looking to a lake. The food is nice, I ordered a tuna salad, then we ordered smoothies, but I think that the salads neither any plate they offer is to eat in the restaurant. Everything is served in plastic containers. All the drinks came in plastic containers also, not to environmentally friendly in a restaurant where vegan people and green people come to eat. Other wise the experience was nice, a little bit slow the service to get your initial order but after that everything is fast."
"2475 NW 95th Ave, Miami, FL 33172",5/27/2018,$$,4,Delirio FreshCo,"We decided to visit Delirio Fresh on a Saturday late afternoon for a juice and a wrap. Their menu had many vegan and gluten free options to choose from and we were excited to discover a juice place that had so many food options. ,We ordered a Green Love Juice from the Green Juices section of the menu which has kale, spinach, cucumber, mint, ginger, and lime. We also ordered a Vegan Love Wrap and an herbal tea. While they were out of herbal tea I was pleasantly pleased that the waitress was able to provide me a small sample that was delicious! ,The wrap was good with a hearty amount of roasted vegetables and the portion size was generous. They offer gluten free wraps however, on this visit we chose the spinach wrap. ,The Green Love ""Juice"" was NOT a juice at all. Instead, what I received was a smoothie . Upon reviewing the menu again, the picture does look more like a smoothie than a juice. Furthermore, I missed the note that they're sweetened with Stevia .  Needless to say, it wasn't what I expected and I would not return with the expectation of having a juice here. ,The service was good, the menu variety is great, the ability to dine on their patio with a view of the water is nice. We'll likely be returning to try other menu items. Overall, I'd recommend giving this venue with plenty of vegan gluten free options a chance at least once. ,Happy Eats!"
"2475 NW 95th Ave, Miami, FL 33172",6/30/2018,$$,5,Delirio FreshCo,"Had to go to Doral for school, and had to check out Delirio Fresh while I was there! I was completely surprised by the gorgeous outdoor water view. I first heard of the restaurant from Instagram, and I'm a huge healthy food fan, so I was excited to come and try this restaurant. I had a hard time deciding what I wanted to order, because all of the menu items looked delicious here. This doesn't normally happen to me as a vegetarian who likes flavorful and healthy food! I eventually settled on the Low Carb Vegan Bowl, which contained adashah (locally produced vegan based lentil protein), roasted veggies, mashed roasted pumpkin, avocado, chopped cilantro, sesame seeds and Delirio vegan dressing. I loved it, and found it reasonably priced. Also discovered when I was here that they have a location in downtown Miami, which is very close to me! It's called Delirio Fresh express (not exactly sure what makes it express), and I can't wait to try it! If you like plenty of creative healthy options at a reasonable price, and/or a nice setting to meet with friends, Delirio Fresh is your place!"
"2475 NW 95th Ave, Miami, FL 33172",6/20/2018,$$,4,Delirio FreshCo,Definitely a phenomenal option for people that like healthy and/or vegan food. This is a 5 star food and rockstar place with such a great lake view!!!! The only star that I can add there is the parking....... is few more business attached to their place so please be sure you wait in line for parking or park right in the front of the restaurant. If the bars beside or shops see you walking to the restaurant they are not friendly because is a very limited parking options. So sad because food and the place is AMAZING!!!'
"2475 NW 95th Ave, Miami, FL 33172",4/28/2018,$$,4,Delirio FreshCo,Great place for healthy alternatives. I'm vegan and had a few choices to pick from which is usually not the case. I went for the veggie sandwich without the cheese on gluten free bread and it was scrumptious! The water view in the back makes the place even more inviting! Will definitely be my go to place in Doral!
"601 S Miami Ave, Miami, FL 33131",8/6/2018,$$,5,La Centrale,"One of my overall favorite dining experiences ever occurred at Stagionale, the vegetarian/vegan restaurant in La Centrale. The entire experience was premium and holistic. The staff was friendly and we were checked up upon the perfect amount of time- not too much nor too little. The manager and owner thanked us for the patronage and made sure we enjoyed our experience and the server was extremely knowledgeable and pleasant. ,The food was amazing starting with a kimchi shot for digestion. We decided to do 1 miami spice menu but chose both the jackfruit tacos and a side of edamame sliders. The entree for the miami spice was the gnocchi which was also good. The waiter suggested the carbonara with bacon tempeh (not on the menu) and it was one of the best vegan dishes I've had in my life. The dessert was also good as well. It ended with pills of turmeric and wheat grass and the experience has me craving more... we'll be back! ,P.S. 18% gratuity was added at the end but the service was definitely worth it,P.P.S. The menu was recently changed a few days before our visit and it is great!"
"59 W 3rd St, Hialeah, FL 33010",12/13/2015,$$,5,La Fresa Francesa,"My first time in Hialeah and I loved it! My favorite part of visiting the city was eating here. The staff was attentive,courteous and more than helpful. The owners were more  accommodating for me being that I'm vegan and created a masterpiece that tasted just as good as it looked.,The owners are so hospitable and really care about your experience at their restaurant and go above and beyond to help even create something that works with your diet. They also recommended an antique store and it was a double win for me. It had such a vast collection of all types of antiques and they were actually very well priced and realistically . The lady who owns it was more than friendly as well.,All in couldn't have made a better choice but to eat here. The decor inside is so well embellished with accenting pieces that all work beautifully  together to create a place that almost feels like you aren't in Florida, anymore .  Everything was thought out from when you first walk in to even the ornate tableware  itself .,I really Loved my whole Hialeah experience !"
"9817 SW 40th St, Miami, FL 33165",7/7/2015,$$,4,El Maguey Taquero Mucho,"The place is small, and just what I wanted. It was a yelp find, and I couldn't be happier. They have vegan/vegetarian options, which is fantastic. They have wine, beer & tequila for their Margaritas. Right away, I was enamored with this restaurant. You wouldn't think the food would be so good. But it is, it's a Mexican hole-in-the-wall in the middle of Cuban Westchester. Go, try it, you'll love it."
"9817 SW 40th St, Miami, FL 33165",12/20/2015,$$,5,El Maguey Taquero Mucho,"Excellent food, and for a vegan very accommodating when I asked for no cheese or sour cream. Only set back which I did not count against them; was the poor girl was running around as the only employee besides the kitchen staff. Very quaint and fairly quiet and intimate for a date night.  It is small so don't be deceived by the first impression."
"2616 NW 5th Ave, Miami, FL 33127",12/31/2016,$$,5,Love Life Cafe,"A hidden jem in Wynwood, Miami. After being really disappointed in another restaurant (Kiji Cuzco) in Wynwood my boyfriend and I stumbled upon Love Life Cafe. From the moment I entered even after being starving and cranky from the last place I was in complete bliss the aura alone made me happier. The cafe offers a great vegan selection and Miguel (the cook and waitress) was such a cheerful person  to speak to. It was my boyfriends birthday and I really wanted to treat him to a nice meal. Being that we're both vegan it's difficult to find a place that we could eat anything on the menu and this place for filled this, as well as make filling food anyone would enjoy. I ordered the Plant Powered Arepas (they are to die for) and my boyfriend ordered the Best Burger (I have never tasted a better burger). There's Holistic health and Yoga I wish I was here longer to take advantage of! Overall great environment and vibes."
"2616 NW 5th Ave, Miami, FL 33127",11/18/2016,$$,5,Love Life Cafe,best vegan spot in wynwood! the burger is honestly better than a lot of regular burgers i've had. new favorite!
"78 NW 25th St, Miami, FL 33127",9/14/2017,$$,4,The Lunchbox,"Great place with high quality ingredients. Not for everybody though. Their dishes are rich in raw vegetables and natural kind of flavors. With their organic-local concept, it deserve the visit. All the beef is grass fed, the chicken is cage free and the pork is humanely born and raised. Vegetables are from local farms that guarantee the freshness of the dishes. Highly recommended for organic, healthy, vegan and gluten free customers!"
"78 NW 25th St, Miami, FL 33127",7/6/2016,$$,5,The Lunchbox,"FANTASTIC food! Delicious. Healthy. Vegan friendly! Love this spot.,Ordered potato and leek soup and the Asian salad.. Perfect lunch! Great vibe and great location!"
"2616 NW 5th Ave, Miami, FL 33127",4/14/2018,$$,5,Love Life Cafe,"Loving the love life cafe a hidden gem in the tail end of wynwood customers and employees are just sweet/ kind all around. You have to try the love life burger, delicious from the first bite to the last paired with the sunshine spice smoothie was a meal in vegan heaven. I'm definitely coming back."
