address,date,price,rating,restaurant,text
"10766 SW 24th St, Miami, FL 33165",7/7/2015,$,4,specialTEA Lounge,"We need more places like this more spread out across Miami. Great atmosphere with board games, books and Tv's oh, and free WiFi! Wide selection of teas to choose from and paninis, wraps and salads. My personal favorite is the coco curry, pesto and ay chihuahua. Is vegan and vegetarian friendly. Enjoy the desserts they display by the cashier, choose from different tea assortment accessories as well. The only thing I don't like is how expensive it has gotten. Before you could get a solid meal for $6-$7 now minimum is probably around $10 :( I think they should lower their prices a bit since it's so close to FIU for more broke college students to enjoy!"
"10766 SW 24th St, Miami, FL 33165",1/8/2016,$,4,specialTEA Lounge,"In a sea of boring and cookie cutter coffee shops, is refreshing to have a local one where one can go to have a nice cup Joe. The salads are awesome.  The sandwiches are plentiful, and they cater to vegetarians and vegans! The only drawback is that if you eat there you will come out smelling like food.  So, I highly suggest for the management to increase their exhaust system, and maybe people will stick around a little longer."
"10766 SW 24th St, Miami, FL 33165",1/17/2016,$,5,specialTEA Lounge,"Love this place! Conveniently located next to FIU, so this is quickly becoming my off-campus fave for a healthy lunch study session. Their teas are great, especially love their fruit infusions. The food is great too, lots of vegan options. You really can't beat their vegan cookies either."
"10766 SW 24th St, Miami, FL 33165",6/23/2016,$,5,specialTEA Lounge,"Everything in this place, literally took me to a state of meaningfulness. Starting from the atmosphere, decor, seating arrangements, music selection, smells and  color schemes, as well as the amenities (book exchange, magazines, board games, guitar). To top it all off, the food is mouth watering, healthy and tasty. Not to mention the amazing varieties of coffees, teas, and vegan friendly baked goods that are to die for!! SpecialTEA Lounge is a loving piece of Heaven! The creator behind this idea of a lounge, totally outdid himself! 5 out 5 Star Rating."
"10766 SW 24th St, Miami, FL 33165",2/10/2016,$,5,specialTEA Lounge,"LOVE LOVE LOVE this place! Best chocolate chip vegan cookies on earth. Thus far. Paninis are delicious. I've also gotten a salad before and it was spectacular. ,The staff can be a little rude but the food and tea surpass the bitterness."
"10766 SW 24th St, Miami, FL 33165",8/14/2014,$,5,specialTEA Lounge,"I was drawn to this place since the Yelp event the attended.  The vegan walnut brownies are AMAZING!  The curry chicken panini is also amazing.  That's my daughters favorite sandwich when she goes.  You can't go wrong with the desserts and sweets they have.  The chocolate chip cookies are just oh so yummy.  This is a cool spot for a college kid to hang out.  I know it makes my daughter excited about getting into college because of the vibe, food and music. Lol. I come from Homestead to this place every now and then or stop by if I take turnpike hm from wk.  The tea here is nice and refreshing but the strawberry-banana smoothie is AMAZING!  I purchased it for the baby to have a drink and when I took a sip I had to get a cup and ask the baby if she can share. Thank goodness she said yes lol. But as for my oldest she got a no lol. ,Great place for food and refreshing drinks and the salads and sandwiches are of a huge portion to me. Both my daughter and I can barely make it through a half piece of a panini. Well worth the money and stop."
"10766 SW 24th St, Miami, FL 33165",3/31/2014,$,4,specialTEA Lounge,"This place is great. Nice menu selection and variety of teas, smoothies, frappes, etc... It is a little on the more expensive side however you get what you pay for. It is high quality ingredients and it has some nice vegetarian and vegan options. Cute and quaint however you must have time when coming here because service can sometimes be a little slow and they are ALWAYS packed!"
"10766 SW 24th St, Miami, FL 33165",4/19/2016,$,5,specialTEA Lounge,This place is the titts! Vegan options and delicious I'll come here daily if I could :)
"10766 SW 24th St, Miami, FL 33165",10/1/2016,$,5,specialTEA Lounge,"Stop. I love. Omg. Can I type a proper sentence, please? The staff are SO friendly. There are board games to use. Books where you have to leave one in order to take one. And good menu options that can be made vegetarian or vegan. Place is small but cozy. Quaint for the university students to eat and do work or even get together to hang out. Have tea, some pastries - perfect place to go to for a meal or relax. I don't live around the area but I visit friends that do. I will definitely be going back -- can't wait"
"10766 SW 24th St, Miami, FL 33165",7/13/2016,$,5,specialTEA Lounge,"I Love This Place! I'm so glad I Yelped! The sandwiches are great! Love the Variety! They offer Vegan friendly food too! Save room for the desserts, croissants and cookies! Yummy! It's more like a laid back lounge. The employees are very friendly and attentive! Definitely worth coming here!"
"10766 SW 24th St, Miami, FL 33165",9/20/2016,$,4,specialTEA Lounge,"Delicious smoothies and shakes! I tried the mango matcha shake with added boba.. amazing. Also, I love that this place has vegetarian and vegan options! I am a vegetarian so I appreciate this local rarity. The reason for the missing star is lack of space to sit and eat. People hangout for awhile for the free wifi. I took my order to go (coco curry wrap) and sadly it wound up soggy."
"10766 SW 24th St, Miami, FL 33165",3/11/2016,$,5,specialTEA Lounge,"Tried out the Farmer's Harvest with the ¡Ay Chihuahua! tofu subsituting for the chicken and oh my goodness! The vinaigrette was sweet but not too sweet and it complimented the dried cranberries perfectly. Without a doubt a great vegan option! ,The Tropical Delight loose leaf tea was a perfect way to end the meal. Its almost like drinking warmed Hawiian Punched without rotting out all of your teeth. ,The vegan cookie was just like the ""real"" thing. Its the perfect soft cookie.,Love this place like crazy! Cant wait to try more teas!"
"10766 SW 24th St, Miami, FL 33165",7/15/2017,$,5,specialTEA Lounge,"Best place ever! I'm vegan and I was so happy to find this place near me, I go once a weekend probably! It is that good.  The Ay Chihuahua vegan in a panini is out of this world! Recomended"
"10766 SW 24th St, Miami, FL 33165",8/16/2016,$,5,specialTEA Lounge,I finally made it here early in the day and their bakery case was stocked !  Yeah!  They had a vegan chocolate chip and matcha vegan chocolate chip cookies. I got them both... They were delicious .  You would never know they were vegan.  I got an almond croissant for a friend.  She gave it 5 stars.  I also ordered an iced coffee with almond milk.  Good strong coffee.  I am looking forward to coming back here again for lunch one day.
"10766 SW 24th St, Miami, FL 33165",1/17/2017,$,5,specialTEA Lounge,"The tea selection is good and the food is tasty, especially the vegan cookies. Love the take-a-book, leave-a-book idea, as simple as it may seem. The booths are comfy and the outlets work which is always a plus."
"10766 SW 24th St, Miami, FL 33165",6/3/2016,$,5,specialTEA Lounge,This place is a hidden gem. The atmosphere is so welcoming and warm and so is the staff. Our cashier John Paul was very attentive and friendly. Our vegan cookies were better than any dairy cookie we've had and the boba is the best in the city. Definitely recommend.
"10766 SW 24th St, Miami, FL 33165",1/8/2014,$,3,specialTEA Lounge,"Menu has completely changed and very limited, more catered to the vegan side but still very limited.  You no longer have the option of picking an item and choosing how you want it.   The tea selection is now also limited.  Fortunately the selection of sandwiches they do have is still made good and delicious hence the 3 stars.  My favorite is still the coco curry, i am sad you cant switch up the chicken to steak or change to salad any more.  ,I will still return when im craving for sandwich but other then that im sad they limited their menu and tea selection hence why they are no longer really busy."
"10766 SW 24th St, Miami, FL 33165",3/29/2017,$,5,specialTEA Lounge,"This is the right place to go to when you want to treat yourself! It can get a little pricey but it's so worth it. As someone with dietary restrictions, their vegan menu is great! I normally go there to get a peach boba smoothie and some of their vegan desserts. Their chocolate chip cookies are out of this world, I could only dream of making something vegan taste that good! Also it's located nicely around FIU so I can swing by if I've had an extra long day. Love specialTEA!"
"10766 SW 24th St, Miami, FL 33165",10/23/2014,$,4,specialTEA Lounge,"Special Tea is a very easy place to fall in love with. It's a hidden gem - cozy ambience, every tea you could hope for, delicious coffee, and so many vegetarian options it's almost completely vegan. ,My favorite go to wrap is their ""ay Chihuahua"" selection... But unfortunately the wrap isn't the only thing saying ""ay"", my wallet is too. It pains me not giving them five stars but I just can't get myself to be okay with paying $9.50 for a wrap, no matter how delicious. ,They have free WiFi, a book selection, board games available, comfy couches and one of the best playlists I've heard always playing. ,Almost $20 for a wrap/salad/panini and some tea/coffee is worth it if you have the time to really just enjoy yourself and take advantage of the place. If you're looking for a quick bite don't come splurge here.,I usually treat myself after a test since its so close to FIU!"
"10766 SW 24th St, Miami, FL 33165",6/7/2017,$,5,specialTEA Lounge,"Absolutely love this place! The setting is so peaceful, the food is amazing, and the customer service is great. The mango boba slushy is my absolute favorite along with the vegan chocolate chip cookies. The pesto chicken is incredible. Definitely recommend coming here whether you're on the go or looking somewhere quiet to relax and get some work done."
"10766 SW 24th St, Miami, FL 33165",6/25/2017,$,5,specialTEA Lounge,"OMG I have lived just blocks away from this place forever and never gave it a try! As a brand new vegan, I decided to give them a try since they have so many vegan options! Let me tell you....paninis were amazing!! The vegan cookies are to die for... almost tasted just like the Subway cookies!! Not to mention, the staff is super friendly and helpful picking your food. The place has various tables ready and setup with chargers for the hardworking students and professionals. They also have a take one - leave one book shelf which is AMAZING!! I will definitely be coming again!!!"
"10766 SW 24th St, Miami, FL 33165",8/22/2016,$,5,specialTEA Lounge,"Absolute must if you are in the FIU area. I love this place! If you love tea in all shapes and sizes, this is the place to go. I always get the Arnaldo Palmer, which is made with the brew of the day so it always varies, lemonade and mint leaves. I also love the Ay Chihuahua! which is a wrap that has that Tex-mex feel. The good thing here is that everything is organic and very fresh. I've ordered this wrap like 10 times and it always tastes the same, which is a plus. Their Hunny Brisket is also really good. Even though the menu is not super long you can pick if you want the items to be in a panini, wrap or salad. Another thing they are amazing at is making VEGAN CHOCOLATE CHIP COOKIES. I know it sounds weird but seriously they are better than normal ones. Also, their vegan matcha chocolate chip cookies are AMAZING. ,Aside from all this, people come here to relax and study. I met with a group project there and I really enjoyed the atmosphere. It is quiet, they have a TV with the news and also some sofas so people can get comfy. Definitely a hidden gem in the FIU area."
"10766 SW 24th St, Miami, FL 33165",4/6/2017,$,5,specialTEA Lounge,"What a great little spot! They have a big collection of teas, and they make an assortment of paninis and baked goods with plenty of vegan options. I got the double chocolate chip vegan cookie with the caramel coffee and it was delicious. It gets pretty crowded with people studying since it's right by fiu and they offer free wifi. But overall I highly recommend it."
"10766 SW 24th St, Miami, FL 33165",12/9/2015,$,3,specialTEA Lounge,"I really do love this place. There's a tiny part of me that just wants to be there all day. But. The prices are crazy. A slush with boba is almost 6 dollars. But they are so delicious... They do offer one type vegan cookie a day, but once they run out that's about it. So I usually leave without my vegan cookies...,The employees are nice but are very slow. It usually takes a while before I start receiving parts of my order but it has always been correct. All in all it is a cute place with good food but be prepared to pay way too much for it. ,(Also their hours are weird and they should be open more.)"
"10766 SW 24th St, Miami, FL 33165",3/19/2018,$,5,specialTEA Lounge,"I have tried their paninis and wraps as well as a few drinks in their menu including hot chocolate and various bubble tea variations. I can vouch that the customer service is top notch and that they have many options including a plethora of vegan options. For any drink they always ask you what milk you would like. They have soy, almond, whole, skim, and coconut milk.  I'll occasionally get the cocounut milk, but the drinks themselves are good regardless of the dairy/non-dairy option you choose. They also have board games and books that you can use and a few booth seats. The location is a bit small, so if you bring a large group of people you may not find seats for everyone. They do have seats outside and two couches to sit on as well as some booths and tables inside. Their croissants are really unique and taste great. You can ask them to warm the croissants for you and they are made right there daily, so no fear of non fresh pastries. They also have free WiFi, a printer that you pay $0.14 per page to print at, and outlets where you can plug in your laptop or tablet if you need to. Great place to relax and study or just hang out with friends to play board games. I don't drink, but for those who like unique beers, they also have a large menu of alcoholic beverages. Really one of my favorite places to just relax."
"10766 SW 24th St, Miami, FL 33165",7/14/2017,$,5,specialTEA Lounge,"This has to be my favorite place to study, hangout with friends and eat! It's a hip environment with an abundance of board games to play, books to read and teas to drink. I highly recommend everyone to come check it out especially if your vegan! This place has a lot of options for you plant based lovers"
"10766 SW 24th St, Miami, FL 33165",11/29/2017,$,5,specialTEA Lounge,"This place is awesome and so are their vegan chocolate chip cookies, the environment is very welcoming and the staff is attentive. I wish they could be open at least a little bit longer on Saturday but it's cool that their open till Midnight on weekdays. Just know that the kitchen closes 11:30 PM if I'm not mistaken. So don't get there too late if you want a late night snack (that's healthy) ...I learned my lesson. :-) the window seats could be comfier but it's not too bad. Definitely worth the drive if you don't live around FIU though, so give it a go!!"
"10766 SW 24th St, Miami, FL 33165",3/20/2018,$,4,specialTEA Lounge,"Quaint and cozy, the atmosphere was calm and inviting. There was a great variety of Teas and vegan friendly sweeteners. The farm salad was fresh and delicious, filled with cashews, dried cranberries, mandarin slices, on a bed of spinach and kale, topped with seasoned chicken and and they have numerous of sauces to go with the salad. Besides the salads the other options are great fresh and vegan friendly. If your looking for a nice location to enjoy a good healthy meal this place is highly recommended."
"10766 SW 24th St, Miami, FL 33165",10/10/2017,$,5,specialTEA Lounge,Delicious food and the bakery is amazing can't believe the cookies are vegan so gooooooood.
"10766 SW 24th St, Miami, FL 33165",7/28/2017,$,5,specialTEA Lounge,Absolutely love this place! Best place to study and they even have beers! The food is delicious and the staff is awesome! P.S best vegan chocolate chip cookies ever!!!
"10766 SW 24th St, Miami, FL 33165",10/7/2016,$,5,specialTEA Lounge,"This place has a very casual and friendly ambiance. They have a great selection of healthy goods and they have vegan chocolate chip cookies. This place is a hidden gem. They have amazing choices for tea, coffee, beer and Boba drinks! Purchase anything and you will get free chips!  They even have a book shelf and board games for you to enjoy while youre indulging. Definitely will be back soon to try their variety of healthy wraps and vegan desserts."
"10766 SW 24th St, Miami, FL 33165",7/24/2017,$,5,specialTEA Lounge,"Awesome lounge with lots of food to choose from including vegan options. I have enjoyed their paninis, organic teas and bubble tea. I noticed organic local coffee beans for sale as well. ,Chill music, lots of board games, books and wifi. Service is friendly, quick, and professional. Always a laid back atmosphere. ,I recommend coming here if you're bored and want to get out of the house.,They're open late too which is a plus."
"10766 SW 24th St, Miami, FL 33165",7/31/2017,$,5,specialTEA Lounge,"I've been coming here for over a year and the employees already know me by name. It's a great place to study or to grab a bite and play a board game. Although I wish the place was bigger, they do have a couple of different areas to sit and even some tables outside. As for the food I've never been disappointed. I recommend getting the iced matcha latte with almond milk and the coco curry panino! Also don't leave before trying the matcha vegan cookies (best cookies ever!)"
"10766 SW 24th St, Miami, FL 33165",6/13/2017,$,5,specialTEA Lounge,"I found specialTEA while visiting Miami, and now that I'm back in Maryland I'm heartbroken that I can't eat their vegan cookies every day. They had 3 kinds on the day I went - chocolate chip, double chocolate, and green tea chocolate chip. That last one sounds crazy, but it was amazing (they all were). I'm kind of a connoisseur of baked goods :) and can honestly say these are some of the best cookies I've ever had. My two non-vegan sisters were really impressed by them too, and frankly their ""can I have a bite"" requests turned into eating a lot more than I'd hoped. :) ,We didn't stop there for long since we were on our way back from a day trip and were tired, so we got everything to go, but the atmosphere was really nice. The barista who helped me couldn't have been friendlier. And the boba tea (I had vanilla black tea with soy milk) was completely fantastic. ,Check them out!"
"10766 SW 24th St, Miami, FL 33165",4/14/2018,$,5,specialTEA Lounge,"Excellent food, drinks, service and ambience. Professional and friendly staff. They have a vegetarian and vegan friendly menu. It's a nice place to spend a few hours catching up with friends, reading a book, doing some work or simply to grab a quick bite. I like to go to this place to write my papers."
"10766 SW 24th St, Miami, FL 33165",8/27/2017,$,5,specialTEA Lounge,My partner and I came here on a rainy day. I love the vibe of this place! It's a good location to hang out with friends or study. I love the vegan options (the Harvest salad was huge and so good!) and you can't leave without trying their cookies! I had one of each kind and they were all delicious. Service was good and the coffee hit the spot! My only complaint would be how small the place is.
"10766 SW 24th St, Miami, FL 33165",6/22/2017,$,5,specialTEA Lounge,"I've been going here for 6 years and I've tried everything and it's honestly the best food and drink and chill spot in all of Miami. Especially if you are vegetarian or vegan. ,I am always there so I guess I'll see you soon, potential customer.,Try the Ay Chihuahua or the Coco Curry. I add bean salsa to everything. Have it with a matcha cookie and a cold brew.,Have that exact combination."
"10766 SW 24th St, Miami, FL 33165",2/26/2018,$,5,specialTEA Lounge,"As ridiculous as it may sound, if I ever had to choose a last meal, specialTeas's Ay Chihuahua wrap would be the first thing that would come to mind. Having attended FIU for four years, specialTea became an almost daily (and joyous) visit. From their multitudes of tea to their various vegan pastry options, this is by and large one of the best restaurants I've been to. It's a great place to eat, study/do work, and/or hangout.,If you do get a chance to visit you should try the ay chihauha wrap, the vegan chocolate chip cookies, and the arnold palmer ( their spin on the arnold palmer (they use their tea of the day + lemonade + mint leaves)).,If I am ever in the Tamiami area I make it a point to visit specialTea."
"10766 SW 24th St, Miami, FL 33165",12/2/2017,$,4,specialTEA Lounge,"Really cool atmosphere, good service. It can get pretty packed sometimes. Try the vegan cookies."
"10766 SW 24th St, Miami, FL 33165",5/6/2018,$,5,specialTEA Lounge,"Special tea is sooo good! Always packed, but the service is quick. The wraps are delicious and so are the salads. It's a good, chill place to get some homework done too. They have a bunch of tea options and if you go - have the oolong tea with a vegan chocolate chip cookie. So yummy!"
"10766 SW 24th St, Miami, FL 33165",2/4/2018,$,4,specialTEA Lounge,Nice little tea and food cafe. Seems to be very conscious of vegan and vegetarian diets. Food tastes good and they carry a variety of teas.
"4740 NE 2nd Ave, Miami, FL 33137",10/18/2012,$$,5,Shokudo,"Delicious. Divine, creative options for all kinds of foodies (even vegan). Beautiful atmosphere.,Professional staff & service. ,Felt like a sanctuary outside. Romantic, too."
"10766 SW 24th St, Miami, FL 33165",4/6/2018,$,4,specialTEA Lounge,"Cool, hip little coffee/tea shop right next to FIU. The employees were friendly and there's plenty of seating available. I ordered the olive panini which has fresh spinach, olive tapenade, & mozzarella. The portion is pretty big so I could only finish half and then I ordered a couple of the vegan cookies which were to DIE for!!!!!!!! My only constructive feedback would be that the floors were a bit dirty, a little upkeep and sweeping wouldn't hurt :) Aside from that, I'd definitely return for some more vegan baked goods and to try out some of their teas from their wide selection."
"10766 SW 24th St, Miami, FL 33165",7/2/2018,$,5,specialTEA Lounge,"Amazing place! Favorite cafe in all of miami. It has good food, bubble tea, many vegan options, friendly vibes and awesome customer service."
"10766 SW 24th St, Miami, FL 33165",4/13/2017,$,5,specialTEA Lounge,"This is one of my favorite places to eat! I go to FIU and this is the kind of food place I would sacrifice my parking spot for! Luckily, now that they deliver I don't have to! I love their cookies!! ALL the cookies, the vegan and Matcha are my favorite though. The cookies and cream shake is so great too, especially since I can request it with almond milk. The Pesto Panini is my go-to meal. This is a much needed place near campus. They've expanded recently and have a printing station! Their workers are super helpful as well, they've often gone above and beyond whenever an issue arose. I also love that they have books and board games. The atmosphere is so great, they're environmentally friendly AND serve beer now. Definitely worth it!,Update: 3/6,I forgot to mention how incredibly amazing their online ordering ordering system is. It's intuitive, responsive, and delightfully detailed. The options allow you to truly customize your order and I love that you can pinpoint where you are on the map so that the delivery person knows exactly where to drop off your goodies. (This is incredibly helpful if you're on campus)"
"10766 SW 24th St, Miami, FL 33165",4/2/2018,$,5,specialTEA Lounge,"AMAZING!! First, the greeting from the staff was extremely welcoming. I am so glad I visited this place. There were many options on the menu especially for vegans:) The service was quick and the food was delicious! The vegan cookies (cookies and cream for sure) are so good. I will definitely be going back. A+ loved it all."
"10766 SW 24th St, Miami, FL 33165",3/22/2018,$,4,specialTEA Lounge,If you love bubble tea then you'll really enjoy this place! They have vegan friendly options and cook very fresh! Great for a quick bite and to study with friends.
"10766 SW 24th St, Miami, FL 33165",1/31/2018,$,5,specialTEA Lounge,"I was first introduced to this place during my first week of school at FIU by a friend. On my first visit, I simple purchased chips and guac, with not much expectations. Wow was i surprised by the freshness and flavor of the guac and the chips were perfect, strong enough to hold the thickness of the guac. On my next visit, I tried the ay chihuahua wrap and it soon became my go-to wrap at this place. I love their fresh vegan cookies too! After your first visit, they give you a 20% discount for the next visit so you can't beat that. It's a good place to chill and study but you might want to get there early to get a table or a spot. Overall, specialTEA is pretty much that reliable hang-out spot you go to near school when you are just looking to be with your friends!"
"10766 SW 24th St, Miami, FL 33165",6/10/2018,$,5,specialTEA Lounge,"So, I'm trying to eat healthy and started searching for healthy places near my fiancé and I...I came across this place on yelp (caught my attention instantly) with 4.5 stars and over 600 reviews. We decided to go for dinner and OH MY GOODNESS! De-li-cious! I had the ""Ay chihuahua"" in a garlic & herb wrap and my fiancé had the same but in a panini. We absolutely loved it!! We also tried their vegan cookies and you would never guess they are vegan. They're soft, chewy and super yummy! The location is in a shopping center near night owl cookies and it's a little hidden. Very small and cozy ambiance, they have tons of board games you can play, and since it's near FIU you'll see quite a few people with their laptops studying inside. However, there is seating outside as well. The staff is super friendly which is always a huge plus!...We will definitely be returning again soon"
"8281 NE 2nd Ave, Miami, FL 33138",1/10/2018,$$,5,Sherwoods Bistro & Bar,"Yesterday I celebrated a small gathering with my family at Sherwood Bistro, it was my wedding-celebration and everything was amazing Nico the manager made sure everything was magical! The details, the attention, the food, the service.. I cannot express how grateful I feel for such a delightful experience. Im Vegan and there is great Vegan & Vegetarian options, my guests also had fish & meat & everybody loved the food. The drinks were delicious as well. Thank so much! It's really refreshing to find a place like this in Miami!!!"
"30 SW 12th St, Miami, FL 33130",4/8/2018,$$,3,Batch Gastropub - Miami,"Food is good. Slow service never received a refill on water. Went around 7pm on a Saturday. Only getting 3 stars because of the service. I ordered the vegan burger it was delicious not the best I've ever had. My wife ordered the chicken and waffles she loved them. I ordered the Mac and cheese but sent it back. If you're not into really cheesy mac, then its not for you"
"638 S Miami Ave, Miami, FL 33130",3/17/2013,$$,4,Bonding,"I used to come here when it was called Indochine and boy am I happy they changed owners and did a re-design.  Everyone was very satisfied with both Thai and Japanese dishes they ordered.  The owner even accommodated two vegan diners in our party with a special dish for them.  Also, for the quality of food, the price was perfect.  Its rare that you find a place that hits that trifecta of great food, great service, and great prices.  Highly recommended."
"8870 SW 40th St, Miami, FL 33165",3/29/2018,$,4,Mojo Donuts & Fried Chicken,"Great donuts! The coffee is pretty underwhelming, unfortunately, which is why I'm giving it 4 instead of 5 stars. The donuts I had were all really tasty. Not sure about vegan options since I went there worked to going vegan."
"2751 N Miami Ave, Miami, FL 33127",10/23/2017,$$,3,SuViche - Wynwood,"This was my first time here, and I knew nothing about this place.  I was looking for seafood and found this close to where I was. We had sushi, ceviche, quinoa salad, ""Saltado veggie"" (great idea), and the ""Chaufa"" quinoa veggie (great idea).  I thought everything was decent, but not extraordinary.  It was takeout so sometimes that makes a difference.  I Loved the ""Saltado veggie"" it had the beef sauce and all that flavor without the beef.  The reason they are getting 3 stars is because while the ceviche seasoning was Good, the fish itself was a bit hard.  I don't know if it was over-""cooked"", old, or not fresh, so I was disappointed with this.  The service was Good because after I called to confirm the order, the server called me back to find-out if I was vegan, and said they could make the Saltado without the beef sauce, and the Chaufa without eggs."
