address,date,price,rating,restaurant,text
"143 NE 3rd Ave, Miami, FL 33132",1/9/2014,$$,4,Ten Fruits,"In a nutshell: it's free wi-fi, vegan/vegetarian-friendly, great place for clean eating in the downtown Miami area.,If you think waffles without copious amounts of butter and syrup is criminal, you were not alone, but the whole wheat waffles here are soft and moist without losing their crisp and are tasty topped with fresh fruits and agave. I had the whole wheat waffle + super smoothie combo, with an almond milk latte.,The guy that saw me looking the menu on his way out must have seen my hangover because he suggested the Green Giant, which I can now say is a certifiable cure! It blends avocado, pineapple, coconut water, vanilla and agave for a tasty drink that hydrates and restores electrolytes.,The coffee was okay, they get their beans from Panther which is a popular gourmet coffee shop in the Wynwood Arts District. Unfortunately the almond milk was over-whipped and actually had it's own texture, which made it really hard to keep drinking. I really think almond milk has too thin of a consistency to be properly whipped, so I probably would have been fine if I had ordered my usual soy latte."
"3133 Grand Ave, Miami, FL 33133",1/26/2012,$,3,The Last Carrot,"I like this place, the food is good, they've got a range of vegan and gluten-free options, and the atmosphere is casual, quiet and great for a mellow leisurely lunch. The food is prepared before your eyes in a relatively clean kitchen, free (but limited) parking and cash only (as far as I know). The staff is cordial but the service is glacial whether he place is empty or at peak hours. Don't go for lunch on a week day, you won't get back to work in time even if you ask for takeout. I would recommend ordering by phone and picking up."
"3133 Grand Ave, Miami, FL 33133",10/25/2010,$,4,The Last Carrot,"Fresh papaya juice and wheat veggie pita with hummus. Health Nut list to the max. The great Vegetarian and Healthfood Counter in the grove.  The spinach pies are also pretty yummy.  This is not a strictly vegetarian place, they do serve chicken and tuna, but its all fresh (at least that's what the food tastes like).  They make great juices and smoothies with all natural ingredients.  It is expensive for a hole in the wall hippie place - a pita sandwich made of hummus and freshly squeezed juice with a vegan brownie for desert cost about $10.  I wouldn't label this posh though because I'm sure the rent is more expensive than the locally grown and raised ingredients."
"3133 Grand Ave, Miami, FL 33133",9/10/2013,$,5,The Last Carrot,This hidden gem has the best fresh vegan/organic food a girl could ask for. It's so good that the line is to the door during lunch hour so make sure you order ahead of time. The girls that work the counter are always so nice & hospitable - they never fail to call me by name. I highly recommend this place to anyone who hasn't tried it! :)
"3133 Grand Ave, Miami, FL 33133",10/1/2013,$,5,The Last Carrot,"I wish there were more places like this in Miami. The menu is simple but always good. Fresh squeezed juices, home made dressings, plentiful veggies, tasty toppings, and homemade vegan dessert. All you have to do is sit at the bar, and order your food, the staff are very nice btw. But you will wait a little if it's lunch time I suggest coming a little before or after the rush, or ordering beforehand if time is crucial for you. Best fresh food around and at a reasonable price. Really, they can't make it easier."
"3133 Grand Ave, Miami, FL 33133",1/9/2012,$,3,The Last Carrot,"Small place, bar counter service and free parking. No matter what ""sandwich"" you get the sauce will make it great. I had the veggie burger and she had a hummus. Everything is served on a very thin pita. So, if you don't like it messy you may wish to order a pie (think empenada here). We showed up 15 minutes before they closed on Sunday evening so they were out of a few fruits for smoothies and the place could use some attention to being clean (bathroom especially). The motto that rang out was ""at least it is vegan"". I just hope all behind the scenes was cleaner than what met the eye but that is rarely the case. ,Vegan cookie was a treat and great. How often do you get a vegan white chocolate macadamia cookie (or was it vegan). Also, it was nice to have a fresh juice though this close to the mall scene.,In short - It was tasty. I just can't truly trust it."
"3133 Grand Ave, Miami, FL 33133",3/11/2015,$,5,The Last Carrot,"Me and my wife love this place! It's a little hole in the wall in the grove, with very friendly service and great food. We usually always get the chicken pita with all the veggies plus avocado & either a smoothie or fresh juice. The best part is getting dessert, they usually have some kind of vegan, organic, gluten-free delicious cake!!!!"
"3133 Grand Ave, Miami, FL 33133",3/30/2014,$,4,The Last Carrot,"A local health/vegan favorite.  VERY ""divey"" and ""hole in the wall"" but that's part of the charm.  Limited menu but what they ave is delicious AND GET PLENTY OF SAUCES (you'll know what I mean after you try them both)."
"3133 Grand Ave, Miami, FL 33133",12/24/2014,$,5,The Last Carrot,"The Last Carrot is a Coconut Grove staple, cherished by Groveites and non-Groveites alike.  I've been coming here for over 25 years, and, though I moved away, I always make it a point to come here to get lunch at least once during my visits back home.  Everything is fresh and tasty. My favorites are the cream cheese and cucumber pita and the chicken or tuna salad melt served in the spinach pie (not the Greek style ones, more like a triangular shaped pita filled with spinach).  They use the spinach pies that are baked fresh at The Daily Bread (soooo good). I always get the green sauce to have with my sandwiches.  I don't know how they make that stuff, but I could put that on anything and everything I eat!  Additionally, they were making fresh, healthy juices way before juicing was cool, and their grasshopper (pineapple with wheatgrass) is delicious. Their vegan desserts are also very good; I, personally, am a big fan of their brownies. The place is family owned and service is always quick and good."
"3133 Grand Ave, Miami, FL 33133",10/7/2014,$,4,The Last Carrot,Awesome vegan place!! If you want a quick juice or healthy snack this is the place to go. I got the special of the day the falafel pita which was amazing and the orange and carrot juice. It was quick easy and decliious. The only thing I didnt like is that they only take credit cards!
"3133 Grand Ave, Miami, FL 33133",8/20/2014,$,4,The Last Carrot,"One of the best vegan spots in Miami with a nice range of Juices, Smoothies, Spinach Pies, Salads, and Sandwiches... All the juices are refreshing - my personal favorite is the Orange-Papaya... Though the smoothie selection isn't as big, they incorporate their seasonal fruits... They have tasty sandwiches, salads, and quiches that come with their original sauces which are a must on any dish. My favorite dish is the Tuna Melt, it's name is fitting since the sandwich literally melts in your mouth! The only critique is that they don't accept credit cards and they close pretty early- definitely a place for lunch rather than dinner."
"3133 Grand Ave, Miami, FL 33133",8/14/2015,$,4,The Last Carrot,"I've been going there for over 20 years and it is STILL one of my favorite places. LOVE the chicken salad in a pita with   green vinaigrette, cheese and tomato spinach pie, fresh apple juice and vegan carrot cake!"
"3133 Grand Ave, Miami, FL 33133",1/27/2014,$,4,The Last Carrot,"I really like the Last Carrot's menu. They offer health food that is actually delicious and filling. Although a simple dish, the Baked Tofu Salad is very flavorful, vegan and pretty filling -- specifically, the baked tofu and the salad dressings are what make the salad so flavorful (ask for both dressings so you can decide which one you like better; I like them both). ,I make a meal out of a salad and a spinach pie. I love the spinach pies! The cheese is deliciously melty and I like how it's not a typical spinach pie because they use a healthy whole wheat pita instead of a fatty flaky crust. ,Aside from the food, the service is a little spotty. I've been here and have been completely ignored or unacknowledged for at least 5-10 minutes before someone said hello and took my order. Other times I've waited less than 5 minutes and the staff seemed pretty pleasant. I guess you'll never know what the service will be like here but at least they make up for it with delicious food!,I'll definitely keep coming back here for the reason that the way I feel after a meal is energized, healthy and satisfied. I'd rather go here for lunch than Chipotle and feel completely stuffed and gross after."
"3133 Grand Ave, Miami, FL 33133",7/15/2016,$,5,The Last Carrot,"This spot has been my favorite for years! Good ol' clean and delicious food. It's always satisfying and friendly on your pocket. It's good for vegans, vegetarians, and meat eaters. I'll forever be faithful to this place."
"3133 Grand Ave, Miami, FL 33133",8/4/2016,$,5,The Last Carrot,"I've been going to this place for years and the food will always be deeelicious.  My favorite is the spinach pie with tomato and avocado.  And don't forget the vinaigrette!  I'm not sure what's in this green sauce but man it's so flavorful and bright.  I could eat the stuff with a spoon it's so good.  Juices and smoothies are also very yummy, and they make an INCREDIBLE vegan chocolate cake. Definitely recommend!"
"3133 Grand Ave, Miami, FL 33133",7/10/2016,$,5,The Last Carrot,"They were super friendly and more than willing to customize my order. Most of the eating area is counter top and definitely was the place to be during lunch hour. Anyone looking for a vegan or vegetarian eatery, this place is absolutely great!! Can't wait to come back again when I'm in Coconut Grove"
"3133 Grand Ave, Miami, FL 33133",2/27/2016,$,5,The Last Carrot,Natural at its finest!  This place isbrefeeshing whether youre a vegan or just want to keep it light.  Had the grosshopper juice which had fresh pineapple and wheat grass shot.  So good. Iwas in the mood for something sweet so I ordered the peanut butter apple and banana PITA.  My daughter had the chicken salad pita that was stuffed with brussel sprouts and veggies delicious.  Everything was refreshing you feel good after you eat here I will definitely be back also prices are low under $10 per person.
"3133 Grand Ave, Miami, FL 33133",7/5/2017,$,5,The Last Carrot,I am a Coconut Grove Native and this is my favorite place to go eat on a regular. The chicken salad pita or the spinach pie with cheese extra crunchy with the tofu they marinate and bake so good. Yum. Then the dressings and the smoothies and the vegan cake..AND the brownies!!
"3133 Grand Ave, Miami, FL 33133",3/19/2017,$,4,The Last Carrot,"Just walking into this place makes you feel like you can live to be 100.  The food and juices are so healthy and fresh.  I had the chicken salad with greens and the beet juice with ginger was extremely delicious and satisfying.  There is a little bit of a wait as the place is small and there are about three staff helping people.  The staff takes your order, prepares your meal and then helps the next group waiting.  It's great because you go get your food promptly after you order, but I think that for general customer satisfaction, if you had some interaction and then waited 10 minutes for your order as a customer you wouldn't feel as anxious.  The food is very good and as I said FRESH.  It's a great healthy alternative and has a lot of vegan options."
"3133 Grand Ave, Miami, FL 33133",1/15/2018,$,4,The Last Carrot,"I've been to The Last Carrot a few times and have always really enjoyed the food.  This is a juice and pita/salad place that serves up really good, really healthy stuff.  There is no table service, you have to order at the counter and bring it back to your seat.  I love the baked tofu.  The green sauce here should be bottled and marketed immediately.  Drink selection is somewhat limited and they do offer lots of natural juices and smoothie type drinks.  Great little vegetarian/vegan/healthy spot in the Grove.  It's homey and friendly but a touch on the loud side when the juicer starts up.  What a great spot for a quick bite that your body will thank you for."
"143 NE 3rd Ave, Miami, FL 33132",1/3/2018,$$,3,Ten Fruits,Ten Fruits has a large selection of vegan salads and other fruit and vegetable forward dishes in addition to the array of smoothies and bowls on offer at the restaurant. I bought a corn salad from the fridge section and it was the perfect balance of acid and spiciness without overpowering any of the ingredients. It made me eager to try other dishes from the shop.
"8530 SW 124th Ave, Miami, FL 33183",4/30/2016,$$,5,MyRoots Juice Bar & Kitchen,"Great concept, delicious food and a nice atmosphere! Friendly, helpful service. My husband and I tried the Wellness Smoothie, avocado toast and lentil bowl. As a traveling vegan, this was a rare find. Love the priority on healthy eating, which is unfortunately way too rare these days. Bravo to these awesome folks and their gamble that some people really do want healthy food, and it looks like it's paying off. Delicious!"
"8530 SW 124th Ave, Miami, FL 33183",9/23/2016,$$,5,MyRoots Juice Bar & Kitchen,"Omg this place is amazing Great to have found an organic juice bar that serves vegan food in the area, the place is beautiful and the best part is it's also drive thru when your on the run"
"8530 SW 124th Ave, Miami, FL 33183",6/8/2016,$$,5,MyRoots Juice Bar & Kitchen,Thank goodness for a wonderful vegan option in the heart of Kendall. Even non-vegans would be happy to eat here! Everything I have ordered has been amazing. I only wish they were open later and would deliver!
"8530 SW 124th Ave, Miami, FL 33183",12/9/2015,$$,5,MyRoots Juice Bar & Kitchen,"Honestly, this was the most delicious smoothie bowl I've ever had. I had the dragon bowl and it is hands down gorgeous. It was delicious and all the fruit was perfectly ripe. It may be $8.50 but it was more than enough to share with my boyfriend. He enjoyed it too. It's nice to see a place like this, where a vegan can go and get something without it being a hassle in Miami. I can't wait to try more of their products. And the owner was sweet and adorable! I hope it does well!"
"8530 SW 124th Ave, Miami, FL 33183",3/22/2016,$$,5,MyRoots Juice Bar & Kitchen,This place is awesome. Juices are fresh and your body will thank you for drinking them. The food is delicious and extremely healthy - tastes like someone made it for you at home. I am not a vegan/vegetarian/health nut by any stretch of the imagination but I look forward to having a chance to stop in.  I would give more than 5 stars if I could.
"8530 SW 124th Ave, Miami, FL 33183",4/14/2016,$$,5,MyRoots Juice Bar & Kitchen,"I'm not vegan but ran into this place and decided to give it a shot. I ordered the Dragon Bowl & Avocado Toast. The Dragon Bowl was amazing! Filling, refreshing & pretty lol! The avocado toast was good too, just too much avocado for me, but this seems like it should actually be a pro."
"8530 SW 124th Ave, Miami, FL 33183",9/28/2016,$$,5,MyRoots Juice Bar & Kitchen,"Even though I'm not a vegan, Roots is still one of my favorite lunch/breakfast go-to places in Miami. So if you're holding back on coming because you aren't vegan either, DONT! They're food is super great for everyone and their Fruit bowls and smoothies are the best thing to have on a hot Miami day. My best friend is vegan so it's nice to have a place near the area we can both go to enjoy. Wish they had more places down here like this one!"
"8530 SW 124th Ave, Miami, FL 33183",1/18/2016,$$,5,MyRoots Juice Bar & Kitchen,"Super fun and friendly staff + absolutely delicious vegan food. The juices are also fantastic, not too sweet, yet aromatic and flavorful. Perfect!"
"8530 SW 124th Ave, Miami, FL 33183",7/16/2016,$$,5,MyRoots Juice Bar & Kitchen,"I have had just about all of their smoothies and they are all amazing! Although I am not vegan, I'm in love with this place. I can only afford to spend 9 bucks on a juice smoothie once every other week, but I have always enjoyed those smoothies up until the last slurp. :)"
"8530 SW 124th Ave, Miami, FL 33183",6/25/2016,$$,5,MyRoots Juice Bar & Kitchen,Great vegan spot! Wish they had one closer to Doral. Drove down to try it after hearing good reviews and was not disappointed. Simple and delicious vegan food and fruit smoothies!
"8530 SW 124th Ave, Miami, FL 33183",6/23/2016,$$,5,MyRoots Juice Bar & Kitchen,The best restaurant in miami. I love the food is very healthy and the smothies are awsome!!! Enjoy the vegan life.
"8530 SW 124th Ave, Miami, FL 33183",11/11/2015,$$,5,MyRoots Juice Bar & Kitchen,"So happy this place opened up! Finally don't have to drive far for a vegan friendly place! Tried one of their cold pressed juices, it was delicious. Can't wait to try their smoothies and snacks!"
"8530 SW 124th Ave, Miami, FL 33183",6/21/2016,$$,5,MyRoots Juice Bar & Kitchen,"Love love love this place! I am not vegan, but I would say this place is a vegans paradise! Every time I get a juice from Roots I instantly feel better, more energized, ready for my day. Their smoothies are sooo good! Crave is my favorite, it tastes like a cinnamon roll. I was never too much of a fan of pressed vegetables into a juice, but then I tried their juices and I never turned back(I've even thought about doing a juice cleanse, but I think I'll wait a while before doing that). Some people may think this place is expensive as all their juices/smoothies are $8 each, but you do get a lot of it. Also, if you're hungry I suggest you try the morning bagel! It honestly blew my mind when I remembered I wasn't eating actual cream cheese, it was full of flavor! Roots has a star reward program where if you get 10 stars you get a free drink! Totally recommend even if you're not into ""vegan"" places!"
"8530 SW 124th Ave, Miami, FL 33183",1/27/2017,$$,5,MyRoots Juice Bar & Kitchen,"love this place! great healthy option in the heart of kendall. this place reminds me of somewhere you'd typically find in coral gables or wynwood, so it's really refreshing to have healthier options closer to this part of town. i love the pb+j smoothie, and they have one of the best acai bowls i've tried. i love the atmosphere, even though it can get a little crowded while waiting for food during a rush. i'd rather pay $10 for a wholesome, vegan smoothie here vs $8 for a smoothie filled w sugar syrup somewhere else. it's priced about the same as any quality health food restaurant... not a ""cheap eats"" place, however quality ingredients cost more and you can tell the difference in the food and how you will feel after!"
"8530 SW 124th Ave, Miami, FL 33183",2/7/2017,$$,5,MyRoots Juice Bar & Kitchen,"Great staff, great service and most importantly great food! Really enjoy the acai bowl, PB&J smoothie! The zoodles with vegan bolognese was spectacular!"
"8530 SW 124th Ave, Miami, FL 33183",1/4/2017,$$,5,MyRoots Juice Bar & Kitchen,"I love Roots!! This is my go to place for juices, vegan treats, damn good and filling acai bowls! Everything here is absolutely amazing! It's small but it's cozy for a quick bite to eat with a couple of friends or even just to grab a shake after a good workout! No matter the occasion Roots is the place to be!!"
"8530 SW 124th Ave, Miami, FL 33183",3/12/2016,$$,5,MyRoots Juice Bar & Kitchen,"I'm not a vegan, I'm not a vegetarian, not even close. But this place is amazing. I crave it. I mean, don't get me wrong, I'll crave meat too but I don't feel as good after eating meat the way I do after I eat here. What you're looking at in this picture is the acai bowl and the avocado toast. I've also have had the quinoa bowl, lentil bowl and the dragon bowl. They've never missed the mark."
"8530 SW 124th Ave, Miami, FL 33183",8/17/2016,$$,5,MyRoots Juice Bar & Kitchen,"Love having this place right next to school. I have never had anything that I didn't like. Their smoothies are great - Pitaya is my favorite! Their acai bowls are also amazing! I also can't get enough of their squash soup - it's made without cream just the vegetable since it's vegan. I've also had their lentil bowl. Everything is so good and best part, healthy!  Highly recommend for a nice refreshing meal, you won't be disappointed."
"8530 SW 124th Ave, Miami, FL 33183",9/17/2016,$$,5,MyRoots Juice Bar & Kitchen,"So very pleased to have an organic vegan spot in West Kendall. The staff is very friendly and the ambiance is peaceful. Everything I've tried is fresh and delicious, never too pricey. I just hope they continue the all organic everything movement. Some places start of organic then start slacking. I really appreciate healthy and organic food that I don't have to cook myself all the time. Keep up the amazing job!"
"8530 SW 124th Ave, Miami, FL 33183",1/10/2016,$$,5,MyRoots Juice Bar & Kitchen,"Absolutely LOVE this place! My sister showed it to me and I just love the atmosphere they have created, not to mention the staff is super sweet and the food super nutritious and delicious!!! I've eaten the food on multiple occasions and I love everything!! It's simply amazing  if you're vegan or simply want a tasty healthy meals, Roots is the place for you !"
"8530 SW 124th Ave, Miami, FL 33183",7/19/2016,$$,5,MyRoots Juice Bar & Kitchen,"LOOOOVE this place. Just what kendall needed. The food is healthy and delicious, they have a variety of vegan choices, and the it's clean! I've been here several times and have never been disappointed. Now everyone seems to be raving over the dragon bowl, which is amazing, but my recommendations are either the fajita bowl or quinoa bowl paired with a pb+j smoothie. However, I have no doubts that anything you order won't be amazing."
"8530 SW 124th Ave, Miami, FL 33183",1/22/2016,$$,5,MyRoots Juice Bar & Kitchen,"I'm so glad a place like this opened up in Kendall close to where I live. This spot is perfect for a healthy/vegan/organic meal, snack, juice or smoothie. I wish I could eat here everyday! Roots is a small, modern, and very clean juice bar with a variety of options. I tried the fresh pressed juice named Verde I was worried I wouldn't find a juice without ginger (I'm not a fan) but they had several juices without it so I was pretty happy! As far as food, my favorites so far have been the quinoa bowl, acai bowl, dragon bowl, and avocado toast. I highly suggest you try the dragon bowl...so delicious! The owners are fully devoted in pleasing the customers. They are friendly and attentive and will give discounts for advertising their business on social media."
"8530 SW 124th Ave, Miami, FL 33183",3/20/2017,$$,5,MyRoots Juice Bar & Kitchen,"Amazing and absolutely awesome place! Our favorite! We come here quite a few times a week throughout the year and we love it that way! Great healthy, wholesome, vegan food, and great people! Always on point! Come join them for a meal!"
"8530 SW 124th Ave, Miami, FL 33183",5/19/2016,$$,5,MyRoots Juice Bar & Kitchen,"I've gone twice this week, Monday being my first time. This place came highly recommended by a few people being that I'm always looking for vegan places and live in Kendall.. Omg. This place is phenomenal. Love the location, the food, the service! Only downfalls are (like all vegan restaurants) it's very pricey (but worth it) and it's very small, not enough seating. But that didn't mean I wasn't going to give this place anything less than 5 stars. I'm so happy it's so close to me, will be going there to often lol."
"8530 SW 124th Ave, Miami, FL 33183",10/10/2016,$$,5,MyRoots Juice Bar & Kitchen,"What do you mean there's no meat!? I just had the frijole bowl and it was absolute fire. Portions didn't appear to be too challenging however, it fills you up fast. Barely able to withstand another bite, I mustered up the strength finish the last yummy morsel. The kind staff made for pleasant vibes. I may not be a vegan, but I can get used to eating like this especially if I get a free juice/smoothie for my loyalty."
"8530 SW 124th Ave, Miami, FL 33183",1/5/2017,$$,5,MyRoots Juice Bar & Kitchen,"This is a nice little place to get some healthy vegan meals and fresh raw juices. There isn't much seating, so if you come when it's busy you may choose to take your food with you. The prices are reasonable and the food is all healthy and tasty, the staff seem friendly and the overall vibe is nice. If you want a refreshing juice or a healthy place to eat as a vegan or vegetarian in Kendall this one is it."
"8530 SW 124th Ave, Miami, FL 33183",1/24/2017,$$,5,MyRoots Juice Bar & Kitchen,"This is a rare find for me in Kendall, a cozy juice/smoothie bar with lots of organic and vegan breakfast/lunch/dinner options. I enjoyed the seating options inside and outside. ,I had the kidney bean dish with brown rice, asparagus and avocado/tomato toppings and it was really tasty. Like out of gramma's kitchen. Everything tasted fresh and flavorful. ,I also had the crave smoothie, which was a little banana-y for my taste- I kinda wish it had more cacao taste, BUT it was my first time trying and when I go back I plan to try a new smoothie (the hot pink dragon fruit smoothie interested me) and maybe re-order the crave smoothie and ask for them to add more cacao flavor. I forgot to take a pic :( next time. I'll be back for sure."
"8530 SW 124th Ave, Miami, FL 33183",6/29/2017,$$,5,MyRoots Juice Bar & Kitchen,Absolutely amazing! My favorite is the Quinoa bowl. The food is so fresh and delicious and I'm not even Vegan.
"8530 SW 124th Ave, Miami, FL 33183",2/27/2016,$$,5,MyRoots Juice Bar & Kitchen,What a cute little vegan spot. And its conveniently located near my gym. The smoothies are so delicious. I love anything tropical and these smoothies are as tropical as they can get. Will definitely be stopping by often. Pitaya super smoothie is the bomb!
"8530 SW 124th Ave, Miami, FL 33183",3/4/2017,$$,5,MyRoots Juice Bar & Kitchen,"I cant remember if its vegetarian or full vegan but even if youre not - like me- you will feel inspired by the ambiance of kumbaya. There is a tree in the middle of the communal table. There all these inspirational messages around this tiny yet airy locale, the staff is adorably passionate about the products and DO NOT be fooled by the wholesome good organic ingredients- these people have found a way to delight your tastebuds while lovingly reminding you to love all living things. My daughter had a mango smoothie and it was like none I have ever had. It was sophisticated and thick and yes- spicy. I dont even like spicy. But this. This was beautiful. It wasnt cheap -like $8 but like a great meal.  So satisfying. The hours are strict though - closed by 630p weekdays and must check weekend times. But it was clearly a nod to holistic living where we all equally respect and enjoy time. Next time we are trying the smoothie bowls which people keep raving about. But I feel like I gotta fast for two days first - to be deserving of such holy fare. To make room for the calories. (Lets not confuse healthy ingredients for low calorie ones - hahahaha!). Oh yes. We are going back."
"8530 SW 124th Ave, Miami, FL 33183",1/12/2016,$$,5,MyRoots Juice Bar & Kitchen,"WOW!!!! What an amazing place and within walking distance of my office! Roots is a small, quaint and modern juicebar that makes all of their own juices daily with the freshest of ingredients. They bottle their juices but can make a smoothie or other juice for you on request too. They serve vegan sustainable food that is absolutely delicious! I had the Lentil bowl and not only did it fill me up, but it was full of flavor! I had their ""Cooler"" green drink which is a blend of Fennel Root, Basil, Cucumber, Lime, and Apple. It was absolutely amazing! I took a Cashew milk to go and also their Avocado toast. The owner said that if I just call him he can deliver the food to me on the days that I work which I think is really awesome. ,It's really nice to have local places like this that serve a variety of different and highly nutritious food. They are so passionate about what they do and tell you the health benefits of everything in their food. NSU employees get a discount too! (Although the discount for checking in on Yelp is better :) ,I am looking forward to having healthy lunches and post-workout drinks/meals now. This place was really awesome! It's definitely small and cannot seat that many people, but it's such a great place!"
